,ACQ_BOOKEDDATE,ACQ_BEDVALUE_Mean,Customers_count,LIFETIME_BEDVALUE_mean,ACQ_BEDVALUE/Domestic/DESKTOP/1-2 Nights/,ACQ_BEDVALUE/Domestic/DESKTOP/3-4 Nights/,ACQ_BEDVALUE/Domestic/DESKTOP/5-6 Nights/,ACQ_BEDVALUE/Domestic/DESKTOP/7+ Nights/,ACQ_BEDVALUE/Domestic/MOBILE/1-2 Nights/,ACQ_BEDVALUE/Domestic/MOBILE/3-4 Nights/,ACQ_BEDVALUE/Domestic/MOBILE/5-6 Nights/,ACQ_BEDVALUE/Domestic/MOBILE/7+ Nights/,ACQ_BEDVALUE/Long Haul/DESKTOP/1-2 Nights/,ACQ_BEDVALUE/Long Haul/DESKTOP/3-4 Nights/,ACQ_BEDVALUE/Long Haul/DESKTOP/5-6 Nights/,ACQ_BEDVALUE/Long Haul/DESKTOP/7+ Nights/,ACQ_BEDVALUE/Long Haul/MOBILE/1-2 Nights/,ACQ_BEDVALUE/Long Haul/MOBILE/3-4 Nights/,ACQ_BEDVALUE/Long Haul/MOBILE/5-6 Nights/,ACQ_BEDVALUE/Long Haul/MOBILE/7+ Nights/,ACQ_BEDVALUE/Short Haul/DESKTOP/1-2 Nights/,ACQ_BEDVALUE/Short Haul/DESKTOP/3-4 Nights/,ACQ_BEDVALUE/Short Haul/DESKTOP/5-6 Nights/,ACQ_BEDVALUE/Short Haul/DESKTOP/7+ Nights/,ACQ_BEDVALUE/Short Haul/MOBILE/1-2 Nights/,ACQ_BEDVALUE/Short Haul/MOBILE/3-4 Nights/,ACQ_BEDVALUE/Short Haul/MOBILE/5-6 Nights/,ACQ_BEDVALUE/Short Haul/MOBILE/7+ Nights/,CUSTOMER_ID/Domestic/DESKTOP/1-2 Nights/,CUSTOMER_ID/Domestic/DESKTOP/3-4 Nights/,CUSTOMER_ID/Domestic/DESKTOP/5-6 Nights/,CUSTOMER_ID/Domestic/DESKTOP/7+ Nights/,CUSTOMER_ID/Domestic/MOBILE/1-2 Nights/,CUSTOMER_ID/Domestic/MOBILE/3-4 Nights/,CUSTOMER_ID/Domestic/MOBILE/5-6 Nights/,CUSTOMER_ID/Domestic/MOBILE/7+ Nights/,CUSTOMER_ID/Long Haul/DESKTOP/1-2 Nights/,CUSTOMER_ID/Long Haul/DESKTOP/3-4 Nights/,CUSTOMER_ID/Long Haul/DESKTOP/5-6 Nights/,CUSTOMER_ID/Long Haul/DESKTOP/7+ Nights/,CUSTOMER_ID/Long Haul/MOBILE/1-2 Nights/,CUSTOMER_ID/Long Haul/MOBILE/3-4 Nights/,CUSTOMER_ID/Long Haul/MOBILE/5-6 Nights/,CUSTOMER_ID/Long Haul/MOBILE/7+ Nights/,CUSTOMER_ID/Short Haul/DESKTOP/1-2 Nights/,CUSTOMER_ID/Short Haul/DESKTOP/3-4 Nights/,CUSTOMER_ID/Short Haul/DESKTOP/5-6 Nights/,CUSTOMER_ID/Short Haul/DESKTOP/7+ Nights/,CUSTOMER_ID/Short Haul/MOBILE/1-2 Nights/,CUSTOMER_ID/Short Haul/MOBILE/3-4 Nights/,CUSTOMER_ID/Short Haul/MOBILE/5-6 Nights/,CUSTOMER_ID/Short Haul/MOBILE/7+ Nights/
77,2018-11-20,491.3456,1035,6706.0701,0.4646,0.8658,1.5971,4.1817,0.4979,1.1951,2.0897,1.411,1.0542,1.8949,1.2997,3.2358,0.4215,3.057,1.6312,15.6949,0.6678,1.7527,2.3216,2.703,0.5427,1.4139,2.1071,2.5508,0.0918,0.0319,0.0116,0.0029,0.1729,0.0406,0.0077,0.0058,0.0918,0.0444,0.0155,0.0106,0.0319,0.0116,0.0058,0.0029,0.1604,0.058,0.0106,0.0068,0.1382,0.0357,0.0077,0.0029
78,2018-11-21,474.2995,867,6916.499,0.6062,1.3996,3.8815,1.1549,0.4303,1.2967,0.7115,1.5069,0.7364,2.2642,2.4228,6.9267,0.5979,1.5394,0.9512,1.7056,0.6205,1.6968,1.8873,1.4475,0.7836,1.6412,1.1417,1.7947,0.0807,0.0254,0.0035,0.0023,0.1765,0.0358,0.0046,0.0046,0.0969,0.0461,0.0115,0.0081,0.0346,0.0185,0.0035,0.0081,0.1292,0.0669,0.0185,0.0069,0.1765,0.0323,0.0081,0.0012
79,2018-11-22,500.5633,952,7086.5031,0.6655,1.186,1.7548,3.3339,0.4176,1.0934,1.7402,1.8625,0.7992,1.733,2.1151,1.8923,0.5599,0.9537,2.258,2.3641,0.6558,1.9063,2.0501,3.4062,0.5827,1.2993,1.5286,0.0,0.0683,0.0347,0.0063,0.0032,0.1261,0.0357,0.0063,0.0063,0.1008,0.062,0.0158,0.0126,0.0315,0.0168,0.0042,0.0032,0.1754,0.0704,0.0095,0.021,0.1502,0.0305,0.0095,0.0
80,2018-11-23,495.7956,1060,7810.2204,0.5233,1.7942,1.0691,2.521,0.4226,1.339,1.6469,2.2451,0.656,1.6147,2.1399,4.4825,0.5436,1.3451,2.7078,2.9242,0.7424,1.4447,2.3754,2.2265,0.5628,1.4506,1.9333,2.2217,0.0811,0.0292,0.0047,0.0038,0.1377,0.034,0.0094,0.0047,0.0962,0.0604,0.0085,0.017,0.0387,0.0104,0.0066,0.0019,0.1557,0.0726,0.017,0.0085,0.1462,0.0472,0.0066,0.0019
81,2018-11-24,547.8534,1072,7578.2924,0.5891,1.1711,1.8936,1.5121,0.4736,0.9387,1.2541,1.3652,0.669,2.1607,3.6472,2.5053,0.4269,0.7235,1.2499,4.7293,0.6356,1.669,1.8495,3.4747,0.5818,1.4763,1.534,1.2876,0.0858,0.0196,0.0065,0.0028,0.1446,0.0457,0.0056,0.0093,0.0681,0.0532,0.0131,0.0187,0.0317,0.0196,0.0056,0.0019,0.1698,0.084,0.0187,0.0121,0.1287,0.042,0.0084,0.0047
82,2018-11-25,528.0518,1122,7367.4037,0.6545,1.6603,1.1184,2.9689,0.4823,0.9509,1.9357,1.592,0.6895,1.2931,3.1952,3.6786,0.4307,1.2119,4.4615,2.4737,0.628,1.7031,2.5325,1.5892,0.5649,1.5869,1.9267,0.5525,0.1025,0.0312,0.0053,0.0036,0.1301,0.0401,0.0071,0.0071,0.0963,0.0624,0.016,0.016,0.0383,0.0196,0.0045,0.0036,0.148,0.0668,0.016,0.0107,0.1266,0.041,0.0053,0.0018
83,2018-11-26,482.3327,1009,7723.7283,0.5917,1.208,1.8027,2.2483,0.5118,1.1953,1.3935,1.6658,0.7234,1.8185,1.8134,1.6701,0.6189,1.0681,1.9091,3.1303,0.9152,1.2488,1.68,1.6804,0.7151,1.4574,1.2519,2.0712,0.0892,0.0317,0.0099,0.002,0.1368,0.0357,0.0119,0.003,0.0813,0.0565,0.0188,0.0129,0.0287,0.0198,0.0059,0.004,0.1487,0.0654,0.0188,0.0119,0.1388,0.0575,0.003,0.0079
84,2018-11-27,459.3009,961,7411.1974,0.5464,1.3513,3.2083,0.0602,0.5069,1.3079,1.5704,1.8779,0.7804,1.5708,2.8604,2.5962,0.7548,1.404,4.8299,2.7326,0.6591,1.6626,1.505,2.5742,0.7231,1.1587,1.7116,1.7252,0.102,0.0395,0.0125,0.001,0.1519,0.0271,0.0073,0.0052,0.0905,0.0541,0.0114,0.0114,0.0385,0.0146,0.0042,0.0031,0.1436,0.0583,0.0187,0.0094,0.1353,0.0437,0.0104,0.0062
85,2018-11-28,494.3509,822,7648.3015,0.5463,2.0962,1.9053,2.0297,0.5475,1.1844,1.235,1.5292,0.8208,1.5693,1.9893,1.409,0.395,1.4393,2.5363,2.9908,0.7179,1.3558,2.1019,3.085,0.6023,2.0585,1.6259,1.0298,0.0827,0.0207,0.0073,0.0049,0.1715,0.0328,0.0109,0.0036,0.0839,0.0523,0.0255,0.0134,0.0304,0.017,0.0049,0.0049,0.1594,0.0645,0.0134,0.0109,0.1277,0.045,0.0097,0.0024
86,2018-11-29,509.7488,909,7397.6213,0.563,1.3542,1.4629,0.0,0.4606,0.9529,2.0602,2.7052,0.6214,1.6522,6.3408,4.3121,0.6386,2.3343,2.0155,2.161,0.6521,1.3883,2.0302,1.8851,0.5164,2.1856,1.7051,1.6493,0.0902,0.0319,0.0077,0.0,0.1364,0.0264,0.0044,0.0099,0.088,0.0627,0.0077,0.0099,0.0297,0.0176,0.0055,0.0033,0.187,0.0715,0.0154,0.0121,0.1342,0.033,0.0121,0.0033
87,2018-11-30,522.0451,980,7836.7303,0.5721,1.0839,3.484,2.2339,0.4107,1.2255,1.0825,4.1998,0.6455,1.5504,2.0834,2.0886,0.4937,1.728,1.3744,2.6535,0.7301,1.7572,2.033,3.0694,0.5388,1.2935,1.6385,1.3534,0.0939,0.0398,0.0031,0.0041,0.1245,0.0327,0.0041,0.0112,0.0908,0.0592,0.0133,0.0153,0.0337,0.0102,0.0051,0.0071,0.1694,0.0898,0.0133,0.0122,0.1245,0.0347,0.0051,0.0031
88,2018-12-01,490.9121,925,7221.9736,0.6552,1.4776,1.2312,2.1251,0.4939,1.007,1.3927,2.9283,0.8366,1.8146,2.1593,3.1229,0.6877,1.4981,3.1365,1.6893,0.5685,1.931,1.5377,1.9021,0.5255,1.2193,1.3787,1.5706,0.0735,0.0378,0.0065,0.0076,0.1308,0.0205,0.0065,0.0011,0.0962,0.0616,0.0205,0.0119,0.0368,0.0205,0.0065,0.0022,0.1524,0.0768,0.013,0.0173,0.1622,0.0314,0.0043,0.0022
89,2018-12-02,515.3059,948,7246.055,0.6727,1.7472,0.9941,1.3221,0.5659,0.8776,1.8396,2.0259,0.6605,1.4287,2.3731,3.369,0.7394,1.1424,3.1386,4.575,0.7087,1.7628,1.4997,2.0522,0.5909,1.1919,1.5018,1.5631,0.1076,0.0338,0.0084,0.0063,0.1297,0.0327,0.0084,0.0042,0.1055,0.0517,0.0127,0.0158,0.0306,0.02,0.0042,0.0074,0.1593,0.0675,0.0232,0.0074,0.1234,0.0285,0.0095,0.0021
90,2018-12-03,557.1752,911,9124.1932,0.5697,1.2183,2.4255,4.0003,0.4634,1.2379,1.89,1.6379,0.4856,2.4441,1.9912,3.9988,0.6035,1.0647,1.1749,2.7684,0.6827,1.0725,1.1705,5.22,0.4396,1.108,2.074,2.4646,0.1032,0.0329,0.0055,0.0055,0.146,0.0263,0.0044,0.0044,0.0933,0.056,0.0176,0.0121,0.0351,0.0198,0.0044,0.0033,0.1778,0.0615,0.0154,0.022,0.1087,0.0362,0.0033,0.0055
91,2018-12-04,519.626,882,7254.3301,0.5682,1.079,0.9673,2.5067,0.4336,1.0791,1.4536,5.184,0.5811,1.438,2.1513,3.481,0.4879,1.1501,0.8701,3.6416,0.7862,1.7397,2.2411,0.7684,0.7228,1.2353,1.5681,0.8739,0.085,0.0295,0.0023,0.0045,0.1655,0.0272,0.0125,0.0079,0.0862,0.0476,0.0227,0.0181,0.0215,0.0193,0.0034,0.0034,0.1542,0.0737,0.0249,0.0068,0.1349,0.0397,0.0034,0.0057
92,2018-12-05,500.1201,844,7563.697,0.5458,1.8465,0.5684,2.0217,0.4363,1.2743,1.0151,3.5354,0.58,1.0764,2.0561,3.7711,0.4301,1.8816,2.0562,2.081,0.7662,1.4474,1.9426,2.2181,0.7358,2.2874,1.3503,2.2149,0.0924,0.0201,0.0059,0.0095,0.1777,0.0273,0.0047,0.0095,0.0829,0.0427,0.0213,0.0142,0.0284,0.0213,0.0047,0.0024,0.141,0.0806,0.0249,0.0118,0.141,0.0284,0.0036,0.0036
